category,name,price,currency,product_url,image_url,image_local_path,handle
fish,Wild Monkfish Fillet,6.80,GBP,https://nottinghillfishshop.co.uk/products/wild-monkfish-fillet-various-sizes,https://cdn.shopify.com/s/files/1/0348/5109/4661/products/c90b92d4-8e06-4954-a1a2-2eea77666a26.jpg?v=1601630378,images/fish/wild-monkfish-fillet-various-sizes-2.jpg,wild-monkfish-fillet-various-sizes
fish,Wild Hake Fillet,4.30,GBP,https://nottinghillfishshop.co.uk/products/hake-fillet-200g,https://cdn.shopify.com/s/files/1/0348/5109/4661/products/fd6bac97-c5ab-404c-b11c-aaa45c0e042b.jpg?v=1601630219,images/fish/hake-fillet-200g-1.jpg,hake-fillet-200g
fish,Wild Hake Fillet,4.30,GBP,https://nottinghillfishshop.co.uk/products/hake-fillet-200g,https://cdn.shopify.com/s/files/1/0348/5109/4661/products/809184b7-3698-49aa-8706-f9c60147bcb8.jpg?v=1601630219,images/fish/hake-fillet-200g-2.jpg,hake-fillet-200g
fish,Wild Hake Fillet,4.30,GBP,https://nottinghillfishshop.co.uk/products/hake-fillet-200g,https://cdn.shopify.com/s/files/1/0348/5109/4661/products/28f8841a-900e-4f78-9324-e68616f7b17c.jpg?v=1601630219,images/fish/hake-fillet-200g-3.jpg,hake-fillet-200g
fish,Live Mussels,2.15,GBP,https://nottinghillfishshop.co.uk/products/fresh-mussels-various-sizes,https://cdn.shopify.com/s/files/1/0348/5109/4661/products/b18583db-9e5e-418b-a535-9f6221bd2e8a.jpg?v=1601628153,images/fish/fresh-mussels-various-sizes-1.jpg,fresh-mussels-various-sizes
fish,Wild Mackerel Fillet,3.50,GBP,https://nottinghillfishshop.co.uk/products/mackeral,https://cdn.shopify.com/s/files/1/0348/5109/4661/products/3d719fc3-4e46-4c46-be6f-379740b7ff42.jpg?v=1601630082,images/fish/mackeral-1.jpg,mackeral
fish,Wild Mackerel Fillet,3.50,GBP,https://nottinghillfishshop.co.uk/products/mackeral,https://cdn.shopify.com/s/files/1/0348/5109/4661/products/5b9ad8a5-5804-4e45-b113-ece9e69ba3a1.jpg?v=1601630082,images/fish/mackeral-2.jpg,mackeral
fish,Wild Red Mullet Fillet,9.80,GBP,https://nottinghillfishshop.co.uk/products/red-mullet,https://cdn.shopify.com/s/files/1/0348/5109/4661/products/4e021c20-3099-4696-93a7-ef831e652842.jpg?v=1601630093,images/fish/red-mullet-1.jpg,red-mullet
fish,Wild Red Mullet Fillet,9.80,GBP,https://nottinghillfishshop.co.uk/products/red-mullet,https://cdn.shopify.com/s/files/1/0348/5109/4661/products/bd6fe20b-a685-47f9-8c15-fd0ee8fe95c9.jpg?v=1601630093,images/fish/red-mullet-2.jpg,red-mullet
fish,Cooked Lobster,65.00,GBP,https://nottinghillfishshop.co.uk/products/cooked-whole-lobster,https://cdn.shopify.com/s/files/1/0348/5109/4661/products/90086d6c-63a8-4a4f-88f7-06f146cbc61d.jpg?v=1601628124,images/fish/cooked-whole-lobster-1.jpg,cooked-whole-lobster
fish,Cooked Lobster,65.00,GBP,https://nottinghillfishshop.co.uk/products/cooked-whole-lobster,https://cdn.shopify.com/s/files/1/0348/5109/4661/products/d5b950b3-beb9-4b38-aeb7-3b27de76b12e.jpg?v=1601628124,images/fish/cooked-whole-lobster-2.jpg,cooked-whole-lobster
fish,Whole Farmed Sea Bream - Various Sizes,10.80,GBP,https://nottinghillfishshop.co.uk/products/whole-fresh-and-wild-sea-bream,https://cdn.shopify.com/s/files/1/0348/5109/4661/products/18f65c06-da69-4de6-a808-e091c36fabf4.jpg?v=1601633902,images/fish/whole-fresh-and-wild-sea-bream-1.jpg,whole-fresh-and-wild-sea-bream
fish,Whole Farmed Sea Bream - Various Sizes,10.80,GBP,https://nottinghillfishshop.co.uk/products/whole-fresh-and-wild-sea-bream,https://cdn.shopify.com/s/files/1/0348/5109/4661/products/c9d9c426-414f-4574-92ca-5ac4baa321fe.jpg?v=1601633902,images/fish/whole-fresh-and-wild-sea-bream-2.jpg,whole-fresh-and-wild-sea-bream
fish,Whole Farmed Sea Bream - Various Sizes,10.80,GBP,https://nottinghillfishshop.co.uk/products/whole-fresh-and-wild-sea-bream,https://cdn.shopify.com/s/files/1/0348/5109/4661/products/9c81e5ce-02f1-44fb-ba43-09873cda0207.jpg?v=1601633902,images/fish/whole-fresh-and-wild-sea-bream-3.jpg,whole-fresh-and-wild-sea-bream
fish,John Dory Fillet,10.50,GBP,https://nottinghillfishshop.co.uk/products/john-dory-fillet-various-sizes,https://cdn.shopify.com/s/files/1/0348/5109/4661/products/57800916-5c49-424c-82e6-5864a3e8031f.jpg?v=1601630153,images/fish/john-dory-fillet-various-sizes-1.jpg,john-dory-fillet-various-sizes
fish,John Dory Fillet,10.50,GBP,https://nottinghillfishshop.co.uk/products/john-dory-fillet-various-sizes,https://cdn.shopify.com/s/files/1/0348/5109/4661/products/e3f916ad-1549-46c3-8c23-3238c159979f.jpg?v=1601630153,images/fish/john-dory-fillet-various-sizes-2.jpg,john-dory-fillet-various-sizes
fish,Swordfish Steak - 200g,8.75,GBP,https://nottinghillfishshop.co.uk/products/sword-loin,https://cdn.shopify.com/s/files/1/0348/5109/4661/products/62e17b5e-550d-4db4-aa64-21fe02fd1f23.jpg?v=1601630744,images/fish/sword-loin-1.jpg,sword-loin
fish,Swordfish Steak - 200g,8.75,GBP,https://nottinghillfishshop.co.uk/products/sword-loin,https://cdn.shopify.com/s/files/1/0348/5109/4661/products/d8f6c2fd-27b8-4a21-94c1-dd373ccb63b3.jpg?v=1601630744,images/fish/sword-loin-2.jpg,sword-loin
fish,Wild Brill Fillet,8.80,GBP,https://nottinghillfishshop.co.uk/products/brill,https://cdn.shopify.com/s/files/1/0348/5109/4661/products/8e7e2721-4d69-49dc-af5e-22f8e7ea0993.jpg?v=1601630174,images/fish/brill-1.jpg,brill
fish,Wild Brill Fillet,8.80,GBP,https://nottinghillfishshop.co.uk/products/brill,https://cdn.shopify.com/s/files/1/0348/5109/4661/products/edbe9496-0bd3-417a-a3f6-d271eb2b6595.jpg?v=1601630174,images/fish/brill-2.jpg,brill
fish,Wild Brill Fillet,8.80,GBP,https://nottinghillfishshop.co.uk/products/brill,https://cdn.shopify.com/s/files/1/0348/5109/4661/products/5229862c-6c0c-4a22-bb01-6c913bcac3c2.jpg?v=1601630174,images/fish/brill-3.jpg,brill
fish,Whole Wild Turbot,112.50,GBP,https://nottinghillfishshop.co.uk/products/whole-turbot,https://cdn.shopify.com/s/files/1/0348/5109/4661/products/8a2df300-6bd2-48e4-82d2-7d4c7bea91c8.jpg?v=1601633950,images/fish/whole-turbot-1.jpg,whole-turbot
fish,Whole Wild Turbot,112.50,GBP,https://nottinghillfishshop.co.uk/products/whole-turbot,https://cdn.shopify.com/s/files/1/0348/5109/4661/products/0882e8e9-aa4a-47da-9a9e-03f9af50750c.jpg?v=1601633951,images/fish/whole-turbot-2.jpg,whole-turbot
fish,Whole Wild Turbot,112.50,GBP,https://nottinghillfishshop.co.uk/products/whole-turbot,https://cdn.shopify.com/s/files/1/0348/5109/4661/products/a28b676f-6384-488b-8f36-f6a21bb247df.jpg?v=1601633951,images/fish/whole-turbot-3.jpg,whole-turbot
fish,Wild Pollock Fillet,3.55,GBP,https://nottinghillfishshop.co.uk/products/pollock-1,https://cdn.shopify.com/s/files/1/0348/5109/4661/products/914137a3-45b5-4e3e-87d2-f38979246f4c.jpg?v=1601630397,images/fish/pollock-1-1.jpg,pollock-1
fish,Wild Pollock Fillet,3.55,GBP,https://nottinghillfishshop.co.uk/products/pollock-1,https://cdn.shopify.com/s/files/1/0348/5109/4661/products/8880f23a-9664-4886-93b9-4294ec3c68b7.jpg?v=1601630397,images/fish/pollock-1-2.jpg,pollock-1
fish,Whole Wild Dover Sole,22.00,GBP,https://nottinghillfishshop.co.uk/products/dover-sole-whole-fish-min-500g,https://cdn.shopify.com/s/files/1/0348/5109/4661/products/8834f5cc-5eb8-41ec-8674-a895fda7cf70.jpg?v=1601633963,images/fish/dover-sole-whole-fish-min-500g-1.jpg,dover-sole-whole-fish-min-500g
fish,Whole Wild Dover Sole,22.00,GBP,https://nottinghillfishshop.co.uk/products/dover-sole-whole-fish-min-500g,https://cdn.shopify.com/s/files/1/0348/5109/4661/products/ac26f309-5a8a-4d9c-8827-b48ea0e1bd6d.jpg?v=1601633963,images/fish/dover-sole-whole-fish-min-500g-2.jpg,dover-sole-whole-fish-min-500g
fish,Wild Plaice Fillet,4.35,GBP,https://nottinghillfishshop.co.uk/products/wild-plaice-fillet-various-sizes,https://cdn.shopify.com/s/files/1/0348/5109/4661/products/2ad8aee1-9468-4377-acac-66ae98f8cf4c.jpg?v=1601634325,images/fish/wild-plaice-fillet-various-sizes-1.jpg,wild-plaice-fillet-various-sizes
fish,Wild Plaice Fillet,4.35,GBP,https://nottinghillfishshop.co.uk/products/wild-plaice-fillet-various-sizes,https://cdn.shopify.com/s/files/1/0348/5109/4661/products/191f32ec-6c05-44d8-8cb5-c0d6f8aed8fe.jpg?v=1601634325,images/fish/wild-plaice-fillet-various-sizes-2.jpg,wild-plaice-fillet-various-sizes
fish,St James Scotch Reserve Smoked Salmon,7.50,GBP,https://nottinghillfishshop.co.uk/products/st-james-scotch-reserve-smoked-salmon,https://cdn.shopify.com/s/files/1/0348/5109/4661/products/0f08fc2f-cc5e-4a6b-8547-47dbd3747f5a.png?v=1615382124,images/fish/st-james-scotch-reserve-smoked-salmon-1.png,st-james-scotch-reserve-smoked-salmon
fish,Hand Picked Brown Crab Meat - 150g,5.00,GBP,https://nottinghillfishshop.co.uk/products/fresh-brown-crab-meat,https://cdn.shopify.com/s/files/1/0348/5109/4661/files/BrownCrabMeat.jpg?v=1686905949,images/fish/fresh-brown-crab-meat-1.jpg,fresh-brown-crab-meat
fish,Hand Picked Brown Crab Meat - 150g,5.00,GBP,https://nottinghillfishshop.co.uk/products/fresh-brown-crab-meat,https://cdn.shopify.com/s/files/1/0348/5109/4661/files/BrownCrabMeat_71f35d17-daa7-409a-bcc7-927cc9b941ac.jpg?v=1686916498,images/fish/fresh-brown-crab-meat-2.jpg,fresh-brown-crab-meat
fish,Hand Picked Brown Crab Meat - 150g,5.00,GBP,https://nottinghillfishshop.co.uk/products/fresh-brown-crab-meat,https://cdn.shopify.com/s/files/1/0348/5109/4661/files/CRAB.jpg?v=1686916545,images/fish/fresh-brown-crab-meat-3.jpg,fresh-brown-crab-meat
fish,Sashimi Grade Salmon Saku Fillet,7.70,GBP,https://nottinghillfishshop.co.uk/products/sashimi-grade-salmon-saku-fillet,https://cdn.shopify.com/s/files/1/0348/5109/4661/products/ef9a660e-6d4e-48ee-9363-7e1129e0ed7a.jpg?v=1601634084,images/fish/sashimi-grade-salmon-saku-fillet-1.jpg,sashimi-grade-salmon-saku-fillet
fish,Live Scottish Native Lobster,59.00,GBP,https://nottinghillfishshop.co.uk/products/live-native-lobster,https://cdn.shopify.com/s/files/1/0348/5109/4661/products/1b3fab8a-b0f5-4d51-b154-06ca168f2905.jpg?v=1601628207,images/fish/live-native-lobster-1.jpg,live-native-lobster
fish,Live Scottish Native Lobster,59.00,GBP,https://nottinghillfishshop.co.uk/products/live-native-lobster,https://cdn.shopify.com/s/files/1/0348/5109/4661/products/4f012750-6fd4-4264-9b75-adf69fccf1a0.jpg?v=1601628207,images/fish/live-native-lobster-2.jpg,live-native-lobster
fish,Live Scottish Native Lobster,59.00,GBP,https://nottinghillfishshop.co.uk/products/live-native-lobster,https://cdn.shopify.com/s/files/1/0348/5109/4661/products/b5221d85-cd6d-423c-87c1-c3d78b8352d9.jpg?v=1601628207,images/fish/live-native-lobster-3.jpg,live-native-lobster
fish,Monkfish Steak - 250g,13.25,GBP,https://nottinghillfishshop.co.uk/products/monkfish-steak-250g,https://cdn.shopify.com/s/files/1/0348/5109/4661/products/6fd2e929-d74e-4cd7-86c9-a7fed51d8515.jpg?v=1601630734,images/fish/monkfish-steak-250g-1.jpg,monkfish-steak-250g
